task,cpu_quota,mem_quota,running time,overhead
3,0.7,90,184.70968129113317,4789.536091964692
3,0.7,120,183.40990787371993,4586.635679937899
3,0.8,30,212.4357963167131,89415.19591398537
3,0.8,60,182.13573912158608,10385.672969277948
3,0.8,90,162.76240041479468,4289.9674866348505
3,0.8,120,162.53112876787782,4283.3088976331055
3,0.9,30,165.64080972224474,102534.61474413052
3,0.9,60,143.55960289016366,9192.518472671509
3,0.9,90,147.71036999300122,4039.5164908841252
3,0.9,120,137.73870266973972,4023.400522302836
3,1.0,30,160.01282919198275,92951.0387913324
3,1.0,60,146.06774317100644,8658.34139380604
3,1.0,90,127.4388900399208,3754.1774422861636
3,1.0,120,122.74713411927223,3933.0862890928984
